operator,workload,parameters,flagos_time_ms,baseline_time_ms,speedup,flagos_gflops,baseline_gflops
indexer_k_quant_and_cache,glm_5.2_prefill_num_tokens4096,"index_n_heads=32, index_head_dim=128, index_topk=2048, dtype=bf16, num_tokens=4096",0.0368,0.0143,0.3886,42.72,110.13
mhc_post,deepseek_v3.2_decode_num_tokens1,"H=7168, hc=4, dtype=bf16, num_tokens=1",0.0433,0.0230,0.5312,5.95,11.20
mhc_post,deepseek_v3.2_decode_num_tokens8,"H=7168, hc=4, dtype=bf16, num_tokens=8",0.0429,0.0224,0.5221,48.16,91.98
mhc_post,deepseek_v3.2_decode_num_tokens32,"H=7168, hc=4, dtype=bf16, num_tokens=32",0.0426,0.0225,0.5282,193.72,366.98
mhc_post,deepseek_v3.2_decode_num_tokens64,"H=7168, hc=4, dtype=bf16, num_tokens=64",0.0435,0.0222,0.5103,379.68,743.69
mhc_post,deepseek_v3.2_mixed_num_tokens128,"H=7168, hc=4, dtype=bf16, num_tokens=128",0.0431,0.0230,0.5336,767.20,1435.69
mhc_post,deepseek_v3.2_mixed_num_tokens256,"H=7168, hc=4, dtype=bf16, num_tokens=256",0.0508,0.0274,0.5394,1301.33,2411.30
mhc_post,deepseek_v3.2_prefill_num_tokens512,"H=7168, hc=4, dtype=bf16, num_tokens=512",0.0732,0.0401,0.5478,1805.86,3293.21
mhc_post,deepseek_v3.2_prefill_num_tokens1024,"H=7168, hc=4, dtype=bf16, num_tokens=1024",0.1109,0.0587,0.5293,2381.83,4503.43
mhc_post,deepseek_v3.2_prefill_num_tokens2048,"H=7168, hc=4, dtype=bf16, num_tokens=2048",0.1867,0.0950,0.5088,2830.07,5565.43
mhc_post,deepseek_v3.2_prefill_num_tokens4096,"H=7168, hc=4, dtype=bf16, num_tokens=4096",0.3393,0.1677,0.4943,3115.07,6301.08
mhc_post,deepseek_v4_flash_decode_num_tokens1,"H=4096, hc=4, dtype=bf16, num_tokens=1",0.0430,0.0224,0.5209,3.43,6.58
mhc_post,deepseek_v4_flash_decode_num_tokens8,"H=4096, hc=4, dtype=bf16, num_tokens=8",0.0421,0.0221,0.5249,28.04,53.44
mhc_post,deepseek_v4_flash_decode_num_tokens32,"H=4096, hc=4, dtype=bf16, num_tokens=32",0.0415,0.0221,0.5325,113.62,213.93
mhc_post,deepseek_v4_flash_decode_num_tokens64,"H=4096, hc=4, dtype=bf16, num_tokens=64",0.0421,0.0221,0.5249,224.32,426.64
mhc_post,deepseek_v4_flash_mixed_num_tokens128,"H=4096, hc=4, dtype=bf16, num_tokens=128",0.0415,0.0221,0.5325,454.40,852.72
mhc_post,deepseek_v4_flash_mixed_num_tokens256,"H=4096, hc=4, dtype=bf16, num_tokens=256",0.0421,0.0232,0.5511,896.95,1628.11
mhc_post,deepseek_v4_flash_prefill_num_tokens512,"H=4096, hc=4, dtype=bf16, num_tokens=512",0.0439,0.0269,0.6128,1718.58,2810.19
mhc_post,deepseek_v4_flash_prefill_num_tokens1024,"H=4096, hc=4, dtype=bf16, num_tokens=1024",0.0615,0.0410,0.6667,2456.72,3684.53
mhc_post,deepseek_v4_flash_prefill_num_tokens2048,"H=4096, hc=4, dtype=bf16, num_tokens=2048",0.0895,0.0627,0.7006,3372.34,4815.38
mhc_post,deepseek_v4_flash_prefill_num_tokens4096,"H=4096, hc=4, dtype=bf16, num_tokens=4096",0.1445,0.1057,0.7315,4179.88,5711.58
mhc_post,glm_4.7_flash_decode_num_tokens1,"H=2048, hc=4, dtype=bf16, num_tokens=1",0.0433,0.0221,0.5104,1.70,3.34
mhc_post,glm_4.7_flash_decode_num_tokens8,"H=2048, hc=4, dtype=bf16, num_tokens=8",0.0421,0.0216,0.5131,14.00,27.34
mhc_post,glm_4.7_flash_decode_num_tokens32,"H=2048, hc=4, dtype=bf16, num_tokens=32",0.0415,0.0216,0.5205,56.80,109.17
mhc_post,glm_4.7_flash_decode_num_tokens64,"H=2048, hc=4, dtype=bf16, num_tokens=64",0.0412,0.0215,0.5218,114.61,219.42
mhc_post,glm_4.7_flash_mixed_num_tokens128,"H=2048, hc=4, dtype=bf16, num_tokens=128",0.0408,0.0216,0.5294,231.13,436.09
mhc_post,glm_4.7_flash_mixed_num_tokens256,"H=2048, hc=4, dtype=bf16, num_tokens=256",0.0411,0.0218,0.5304,458.85,867.52
mhc_post,glm_4.7_flash_prefill_num_tokens512,"H=2048, hc=4, dtype=bf16, num_tokens=512",0.0411,0.0224,0.5450,918.62,1688.47
mhc_post,glm_4.7_flash_prefill_num_tokens1024,"H=2048, hc=4, dtype=bf16, num_tokens=1024",0.0436,0.0260,0.5963,1732.50,2898.50
mhc_post,glm_4.7_flash_prefill_num_tokens2048,"H=2048, hc=4, dtype=bf16, num_tokens=2048",0.0610,0.0379,0.6213,2474.55,3989.14
mhc_post,glm_4.7_flash_prefill_num_tokens4096,"H=2048, hc=4, dtype=bf16, num_tokens=4096",0.0880,0.0592,0.6727,3429.86,5100.77
mhc_post,glm_5.2_decode_num_tokens1,"H=6144, hc=4, dtype=bf16, num_tokens=1",0.0424,0.0221,0.5212,5.22,10.02
mhc_post,glm_5.2_decode_num_tokens8,"H=6144, hc=4, dtype=bf16, num_tokens=8",0.0420,0.0215,0.5119,42.11,82.30
mhc_post,glm_5.2_decode_num_tokens32,"H=6144, hc=4, dtype=bf16, num_tokens=32",0.0423,0.0216,0.5106,167.37,328.01
mhc_post,glm_5.2_decode_num_tokens64,"H=6144, hc=4, dtype=bf16, num_tokens=64",0.0412,0.0215,0.5218,343.91,659.23
mhc_post,glm_5.2_mixed_num_tokens128,"H=6144, hc=4, dtype=bf16, num_tokens=128",0.0414,0.0222,0.5362,683.39,1273.94
mhc_post,glm_5.2_mixed_num_tokens256,"H=6144, hc=4, dtype=bf16, num_tokens=256",0.0429,0.0256,0.5967,1319.03,2208.36
mhc_post,glm_5.2_prefill_num_tokens512,"H=6144, hc=4, dtype=bf16, num_tokens=512",0.0543,0.0362,0.6667,2086.94,3124.51
mhc_post,glm_5.2_prefill_num_tokens1024,"H=6144, hc=4, dtype=bf16, num_tokens=1024",0.0746,0.0522,0.6997,3037.11,4338.08
mhc_post,glm_5.2_prefill_num_tokens2048,"H=6144, hc=4, dtype=bf16, num_tokens=2048",0.1165,0.0834,0.7159,3887.82,5434.16
mhc_post,glm_5.2_prefill_num_tokens4096,"H=6144, hc=4, dtype=bf16, num_tokens=4096",0.2001,0.1456,0.7276,4528.62,6224.06
mhc_post,qwen3.8-2.4t-a95b_decode_num_tokens1,"H=8192, hc=4, dtype=bf16, num_tokens=1",0.0431,0.0224,0.5197,6.85,13.15
mhc_post,qwen3.8-2.4t-a95b_decode_num_tokens8,"H=8192, hc=4, dtype=bf16, num_tokens=8",0.0421,0.0221,0.5249,56.05,106.57
mhc_post,qwen3.8-2.4t-a95b_decode_num_tokens32,"H=8192, hc=4, dtype=bf16, num_tokens=32",0.0414,0.0221,0.5338,228.09,426.27
mhc_post,qwen3.8-2.4t-a95b_decode_num_tokens64,"H=8192, hc=4, dtype=bf16, num_tokens=64",0.0414,0.0221,0.5338,455.87,854.64
mhc_post,qwen3.8-2.4t-a95b_mixed_num_tokens128,"H=8192, hc=4, dtype=bf16, num_tokens=128",0.0415,0.0232,0.5590,910.02,1628.20
mhc_post,qwen3.8-2.4t-a95b_mixed_num_tokens256,"H=8192, hc=4, dtype=bf16, num_tokens=256",0.0435,0.0290,0.6667,1736.37,2603.53
mhc_post,qwen3.8-2.4t-a95b_prefill_num_tokens512,"H=8192, hc=4, dtype=bf16, num_tokens=512",0.0608,0.0437,0.7188,2483.31,3452.29
mhc_post,qwen3.8-2.4t-a95b_prefill_num_tokens1024,"H=8192, hc=4, dtype=bf16, num_tokens=1024",0.0886,0.0649,0.7325,3406.97,4656.20
mhc_post,qwen3.8-2.4t-a95b_prefill_num_tokens2048,"H=8192, hc=4, dtype=bf16, num_tokens=2048",0.1424,0.1051,0.7381,4240.08,5744.63
mhc_post,qwen3.8-2.4t-a95b_prefill_num_tokens4096,"H=8192, hc=4, dtype=bf16, num_tokens=4096",0.2542,0.1876,0.7380,4752.33,6437.82
mhc_pre,deepseek_v3.2_decode_num_tokens1,"H=7168, hc=4, dtype=bf16, num_tokens=1",0.1057,0.0585,0.5535,13.50,24.37
mhc_pre,deepseek_v3.2_decode_num_tokens8,"H=7168, hc=4, dtype=bf16, num_tokens=8",0.1058,0.0569,0.5378,107.83,200.65
mhc_pre,deepseek_v3.2_decode_num_tokens32,"H=7168, hc=4, dtype=bf16, num_tokens=32",0.1055,0.0555,0.5261,432.58,822.49
mhc_pre,deepseek_v3.2_decode_num_tokens64,"H=7168, hc=4, dtype=bf16, num_tokens=64",0.1044,0.0552,0.5287,874.99,1653.40
mhc_pre,deepseek_v3.2_mixed_num_tokens128,"H=7168, hc=4, dtype=bf16, num_tokens=128",0.1059,0.0579,0.5467,1723.80,3156.20
mhc_pre,deepseek_v3.2_mixed_num_tokens256,"H=7168, hc=4, dtype=bf16, num_tokens=256",0.1064,0.0562,0.5282,3434.38,6499.34
mhc_pre,deepseek_v3.2_prefill_num_tokens512,"H=7168, hc=4, dtype=bf16, num_tokens=512",0.1124,0.0632,0.5623,6496.94,11555.81
mhc_pre,deepseek_v3.2_prefill_num_tokens1024,"H=7168, hc=4, dtype=bf16, num_tokens=1024",0.1472,0.0990,0.6726,9922.32,14753.18
mhc_pre,deepseek_v3.2_prefill_num_tokens2048,"H=7168, hc=4, dtype=bf16, num_tokens=2048",0.1871,0.1613,0.8621,15616.06,18117.38
mhc_pre,deepseek_v3.2_prefill_num_tokens4096,"H=7168, hc=4, dtype=bf16, num_tokens=4096",0.2959,0.2877,0.9723,19749.16,20313.77
mhc_pre,deepseek_v4_flash_decode_num_tokens1,"H=4096, hc=4, dtype=bf16, num_tokens=1",0.1052,0.0569,0.5409,7.75,14.33
mhc_pre,deepseek_v4_flash_decode_num_tokens8,"H=4096, hc=4, dtype=bf16, num_tokens=8",0.1049,0.0562,0.5357,62.19,116.06
mhc_pre,deepseek_v4_flash_decode_num_tokens32,"H=4096, hc=4, dtype=bf16, num_tokens=32",0.1048,0.0559,0.5334,248.98,466.90
mhc_pre,deepseek_v4_flash_decode_num_tokens64,"H=4096, hc=4, dtype=bf16, num_tokens=64",0.1046,0.0557,0.5325,499.03,937.55
mhc_pre,deepseek_v4_flash_mixed_num_tokens128,"H=4096, hc=4, dtype=bf16, num_tokens=128",0.1053,0.0572,0.5432,991.15,1823.25
mhc_pre,deepseek_v4_flash_mixed_num_tokens256,"H=4096, hc=4, dtype=bf16, num_tokens=256",0.1054,0.0577,0.5474,1980.13,3617.15
mhc_pre,deepseek_v4_flash_prefill_num_tokens512,"H=4096, hc=4, dtype=bf16, num_tokens=512",0.1046,0.0573,0.5478,3990.23,7287.28
mhc_pre,deepseek_v4_flash_prefill_num_tokens1024,"H=4096, hc=4, dtype=bf16, num_tokens=1024",0.1210,0.0694,0.5736,6900.80,12033.23
mhc_pre,deepseek_v4_flash_prefill_num_tokens2048,"H=4096, hc=4, dtype=bf16, num_tokens=2048",0.1479,0.1073,0.7255,11289.49,15565.47
mhc_pre,deepseek_v4_flash_prefill_num_tokens4096,"H=4096, hc=4, dtype=bf16, num_tokens=4096",0.1984,0.1823,0.9189,16837.19,18322.17
mhc_pre,glm_4.7_flash_decode_num_tokens1,"H=2048, hc=4, dtype=bf16, num_tokens=1",0.1052,0.0582,0.5532,3.88,7.01
mhc_pre,glm_4.7_flash_decode_num_tokens8,"H=2048, hc=4, dtype=bf16, num_tokens=8",0.1050,0.0569,0.5419,31.08,57.33
mhc_pre,glm_4.7_flash_decode_num_tokens32,"H=2048, hc=4, dtype=bf16, num_tokens=32",0.1045,0.0570,0.5455,124.92,228.97
mhc_pre,glm_4.7_flash_decode_num_tokens64,"H=2048, hc=4, dtype=bf16, num_tokens=64",0.1045,0.0572,0.5474,249.72,456.33
mhc_pre,glm_4.7_flash_mixed_num_tokens128,"H=2048, hc=4, dtype=bf16, num_tokens=128",0.1050,0.0574,0.5467,497.30,909.77
mhc_pre,glm_4.7_flash_mixed_num_tokens256,"H=2048, hc=4, dtype=bf16, num_tokens=256",0.1053,0.0579,0.5499,991.57,1804.77
mhc_pre,glm_4.7_flash_prefill_num_tokens512,"H=2048, hc=4, dtype=bf16, num_tokens=512",0.1046,0.0571,0.5459,1997.08,3660.36
mhc_pre,glm_4.7_flash_prefill_num_tokens1024,"H=2048, hc=4, dtype=bf16, num_tokens=1024",0.1079,0.0577,0.5348,3870.33,7233.78
mhc_pre,glm_4.7_flash_prefill_num_tokens2048,"H=2048, hc=4, dtype=bf16, num_tokens=2048",0.1227,0.0700,0.5705,6809.29,11931.59
mhc_pre,glm_4.7_flash_prefill_num_tokens4096,"H=2048, hc=4, dtype=bf16, num_tokens=4096",0.1584,0.1069,0.6749,10545.27,15625.88
mhc_pre,glm_5.2_decode_num_tokens1,"H=6144, hc=4, dtype=bf16, num_tokens=1",0.1047,0.0571,0.5454,11.68,21.43
mhc_pre,glm_5.2_decode_num_tokens8,"H=6144, hc=4, dtype=bf16, num_tokens=8",0.1050,0.0558,0.5314,93.21,175.37
mhc_pre,glm_5.2_decode_num_tokens32,"H=6144, hc=4, dtype=bf16, num_tokens=32",0.1051,0.0556,0.5290,372.48,704.48
mhc_pre,glm_5.2_decode_num_tokens64,"H=6144, hc=4, dtype=bf16, num_tokens=64",0.1046,0.0562,0.5373,748.26,1393.09
mhc_pre,glm_5.2_mixed_num_tokens128,"H=6144, hc=4, dtype=bf16, num_tokens=128",0.1046,0.0570,0.5449,1496.16,2745.38
mhc_pre,glm_5.2_mixed_num_tokens256,"H=6144, hc=4, dtype=bf16, num_tokens=256",0.1059,0.0568,0.5364,2956.31,5512.32
mhc_pre,glm_5.2_prefill_num_tokens512,"H=6144, hc=4, dtype=bf16, num_tokens=512",0.1090,0.0589,0.5404,5746.41,10622.45
mhc_pre,glm_5.2_prefill_num_tokens1024,"H=6144, hc=4, dtype=bf16, num_tokens=1024",0.1381,0.0886,0.6416,9069.12,14133.09
mhc_pre,glm_5.2_prefill_num_tokens2048,"H=6144, hc=4, dtype=bf16, num_tokens=2048",0.1742,0.1411,0.8100,14377.49,17752.79
mhc_pre,glm_5.2_prefill_num_tokens4096,"H=6144, hc=4, dtype=bf16, num_tokens=4096",0.2623,0.2464,0.9394,19095.97,20330.39
mhc_pre,qwen3.8-2.4t-a95b_decode_num_tokens1,"H=8192, hc=4, dtype=bf16, num_tokens=1",0.1051,0.0579,0.5509,15.52,28.16
mhc_pre,qwen3.8-2.4t-a95b_decode_num_tokens8,"H=8192, hc=4, dtype=bf16, num_tokens=8",0.1059,0.0565,0.5335,123.17,231.05
mhc_pre,qwen3.8-2.4t-a95b_decode_num_tokens32,"H=8192, hc=4, dtype=bf16, num_tokens=32",0.1053,0.0593,0.5632,495.43,879.45
mhc_pre,qwen3.8-2.4t-a95b_decode_num_tokens64,"H=8192, hc=4, dtype=bf16, num_tokens=64",0.1051,0.0558,0.5309,993.23,1869.83
mhc_pre,qwen3.8-2.4t-a95b_mixed_num_tokens128,"H=8192, hc=4, dtype=bf16, num_tokens=128",0.1053,0.0579,0.5499,1982.41,3603.26
mhc_pre,qwen3.8-2.4t-a95b_mixed_num_tokens256,"H=8192, hc=4, dtype=bf16, num_tokens=256",0.1080,0.0588,0.5444,3865.51,7094.69
mhc_pre,qwen3.8-2.4t-a95b_prefill_num_tokens512,"H=8192, hc=4, dtype=bf16, num_tokens=512",0.1174,0.0681,0.5801,7111.03,12257.19
mhc_pre,qwen3.8-2.4t-a95b_prefill_num_tokens1024,"H=8192, hc=4, dtype=bf16, num_tokens=1024",0.1559,0.1095,0.7024,10711.54,15248.24
mhc_pre,qwen3.8-2.4t-a95b_prefill_num_tokens2048,"H=8192, hc=4, dtype=bf16, num_tokens=2048",0.2029,0.1779,0.8768,16457.17,18770.73
mhc_pre,qwen3.8-2.4t-a95b_prefill_num_tokens4096,"H=8192, hc=4, dtype=bf16, num_tokens=4096",0.3354,0.3234,0.9642,19909.68,20649.23
moe_sum,deepseek_v3.2_decode_num_tokens1,"hidden_size=7168, topk=8, dtype=bf16, num_tokens=1",0.0336,0.0162,0.4821,1.49,3.11
moe_sum,deepseek_v3.2_decode_num_tokens8,"hidden_size=7168, topk=8, dtype=bf16, num_tokens=8",0.0341,0.0157,0.4604,11.77,25.63
moe_sum,deepseek_v3.2_decode_num_tokens32,"hidden_size=7168, topk=8, dtype=bf16, num_tokens=32",0.0334,0.0155,0.4641,48.10,103.37
moe_sum,deepseek_v3.2_decode_num_tokens64,"hidden_size=7168, topk=8, dtype=bf16, num_tokens=64",0.0332,0.0159,0.4789,96.75,201.98
moe_sum,deepseek_v3.2_mixed_num_tokens128,"hidden_size=7168, topk=8, dtype=bf16, num_tokens=128",0.0323,0.0176,0.5449,198.73,365.74
moe_sum,deepseek_v3.2_mixed_num_tokens256,"hidden_size=7168, topk=8, dtype=bf16, num_tokens=256",0.0341,0.0245,0.7185,376.85,524.22
moe_sum,deepseek_v3.2_prefill_num_tokens512,"hidden_size=7168, topk=8, dtype=bf16, num_tokens=512",0.0448,0.0439,0.9799,573.19,584.81
moe_sum,deepseek_v3.2_prefill_num_tokens1024,"hidden_size=7168, topk=8, dtype=bf16, num_tokens=1024",0.0631,0.0739,1.1712,813.99,694.93
moe_sum,deepseek_v3.2_prefill_num_tokens2048,"hidden_size=7168, topk=8, dtype=bf16, num_tokens=2048",0.0989,0.1367,1.3822,1039.20,751.80
moe_sum,deepseek_v3.2_prefill_num_tokens4096,"hidden_size=7168, topk=8, dtype=bf16, num_tokens=4096",0.1712,0.2617,1.5286,1200.65,785.48
moe_sum,deepseek_v4_flash_decode_num_tokens1,"hidden_size=4096, topk=6, dtype=bf16, num_tokens=1",0.0324,0.0151,0.4660,0.63,1.36
moe_sum,deepseek_v4_flash_decode_num_tokens8,"hidden_size=4096, topk=6, dtype=bf16, num_tokens=8",0.0324,0.0151,0.4660,5.05,10.84
moe_sum,deepseek_v4_flash_decode_num_tokens32,"hidden_size=4096, topk=6, dtype=bf16, num_tokens=32",0.0324,0.0153,0.4722,20.23,42.78
moe_sum,deepseek_v4_flash_decode_num_tokens64,"hidden_size=4096, topk=6, dtype=bf16, num_tokens=64",0.0323,0.0153,0.4737,40.60,85.52
moe_sum,deepseek_v4_flash_mixed_num_tokens128,"hidden_size=4096, topk=6, dtype=bf16, num_tokens=128",0.0322,0.0160,0.4969,81.43,164.35
moe_sum,deepseek_v4_flash_mixed_num_tokens256,"hidden_size=4096, topk=6, dtype=bf16, num_tokens=256",0.0325,0.0186,0.5723,161.33,282.59
moe_sum,deepseek_v4_flash_prefill_num_tokens512,"hidden_size=4096, topk=6, dtype=bf16, num_tokens=512",0.0360,0.0262,0.7278,291.22,400.81
moe_sum,deepseek_v4_flash_prefill_num_tokens1024,"hidden_size=4096, topk=6, dtype=bf16, num_tokens=1024",0.0492,0.0494,1.0041,425.98,424.44
moe_sum,deepseek_v4_flash_prefill_num_tokens2048,"hidden_size=4096, topk=6, dtype=bf16, num_tokens=2048",0.0710,0.0879,1.2380,590.54,477.08
moe_sum,deepseek_v4_flash_prefill_num_tokens4096,"hidden_size=4096, topk=6, dtype=bf16, num_tokens=4096",0.1158,0.1637,1.4136,724.26,512.40
moe_sum,deepseek_v4_pro_decode_num_tokens1,"hidden_size=7168, topk=6, dtype=bf16, num_tokens=1",0.0318,0.0152,0.4780,1.13,2.35
moe_sum,deepseek_v4_pro_decode_num_tokens8,"hidden_size=7168, topk=6, dtype=bf16, num_tokens=8",0.0329,0.0152,0.4620,8.72,18.90
moe_sum,deepseek_v4_pro_decode_num_tokens32,"hidden_size=7168, topk=6, dtype=bf16, num_tokens=32",0.0330,0.0166,0.5030,34.79,68.92
moe_sum,deepseek_v4_pro_decode_num_tokens64,"hidden_size=7168, topk=6, dtype=bf16, num_tokens=64",0.0324,0.0158,0.4877,70.70,145.46
moe_sum,deepseek_v4_pro_mixed_num_tokens128,"hidden_size=7168, topk=6, dtype=bf16, num_tokens=128",0.0326,0.0173,0.5307,140.55,264.44
moe_sum,deepseek_v4_pro_mixed_num_tokens256,"hidden_size=7168, topk=6, dtype=bf16, num_tokens=256",0.0335,0.0242,0.7224,274.13,379.21
moe_sum,deepseek_v4_pro_prefill_num_tokens512,"hidden_size=7168, topk=6, dtype=bf16, num_tokens=512",0.0454,0.0443,0.9758,404.32,414.09
moe_sum,deepseek_v4_pro_prefill_num_tokens1024,"hidden_size=7168, topk=6, dtype=bf16, num_tokens=1024",0.0655,0.0778,1.1878,560.43,471.55
moe_sum,deepseek_v4_pro_prefill_num_tokens2048,"hidden_size=7168, topk=6, dtype=bf16, num_tokens=2048",0.1046,0.1433,1.3700,701.50,512.07
moe_sum,deepseek_v4_pro_prefill_num_tokens4096,"hidden_size=7168, topk=6, dtype=bf16, num_tokens=4096",0.1832,0.2764,1.5087,801.23,531.09
moe_sum,glm_4.7_flash_decode_num_tokens1,"hidden_size=2048, topk=4, dtype=bf16, num_tokens=1",0.0328,0.0120,0.3659,0.19,0.51
moe_sum,glm_4.7_flash_decode_num_tokens8,"hidden_size=2048, topk=4, dtype=bf16, num_tokens=8",0.0316,0.0120,0.3797,1.55,4.09
moe_sum,glm_4.7_flash_decode_num_tokens32,"hidden_size=2048, topk=4, dtype=bf16, num_tokens=32",0.0319,0.0119,0.3730,6.17,16.57
moe_sum,glm_4.7_flash_decode_num_tokens64,"hidden_size=2048, topk=4, dtype=bf16, num_tokens=64",0.0312,0.0118,0.3782,12.59,33.26
moe_sum,glm_4.7_flash_mixed_num_tokens128,"hidden_size=2048, topk=4, dtype=bf16, num_tokens=128",0.0314,0.0120,0.3822,25.08,65.63
moe_sum,glm_4.7_flash_mixed_num_tokens256,"hidden_size=2048, topk=4, dtype=bf16, num_tokens=256",0.0313,0.0122,0.3898,50.22,128.79
moe_sum,glm_4.7_flash_prefill_num_tokens512,"hidden_size=2048, topk=4, dtype=bf16, num_tokens=512",0.0319,0.0124,0.3887,98.75,253.41
moe_sum,glm_4.7_flash_prefill_num_tokens1024,"hidden_size=2048, topk=4, dtype=bf16, num_tokens=1024",0.0323,0.0156,0.4830,194.68,403.73
moe_sum,glm_4.7_flash_prefill_num_tokens2048,"hidden_size=2048, topk=4, dtype=bf16, num_tokens=2048",0.0393,0.0265,0.6743,320.14,474.73
moe_sum,glm_4.7_flash_prefill_num_tokens4096,"hidden_size=2048, topk=4, dtype=bf16, num_tokens=4096",0.0554,0.0559,1.0090,454.19,449.97
moe_sum,glm_5.2_decode_num_tokens1,"hidden_size=6144, topk=8, dtype=bf16, num_tokens=1",0.0322,0.0152,0.4720,1.34,2.83
moe_sum,glm_5.2_decode_num_tokens8,"hidden_size=6144, topk=8, dtype=bf16, num_tokens=8",0.0319,0.0152,0.4765,10.79,22.71
moe_sum,glm_5.2_decode_num_tokens32,"hidden_size=6144, topk=8, dtype=bf16, num_tokens=32",0.0321,0.0152,0.4735,42.84,90.78
moe_sum,glm_5.2_decode_num_tokens64,"hidden_size=6144, topk=8, dtype=bf16, num_tokens=64",0.0318,0.0156,0.4906,86.50,176.71
moe_sum,glm_5.2_mixed_num_tokens128,"hidden_size=6144, topk=8, dtype=bf16, num_tokens=128",0.0321,0.0166,0.5171,171.61,332.62
moe_sum,glm_5.2_mixed_num_tokens256,"hidden_size=6144, topk=8, dtype=bf16, num_tokens=256",0.0335,0.0225,0.6716,328.69,490.40
moe_sum,glm_5.2_prefill_num_tokens512,"hidden_size=6144, topk=8, dtype=bf16, num_tokens=512",0.0462,0.0386,0.8355,476.51,571.14
moe_sum,glm_5.2_prefill_num_tokens1024,"hidden_size=6144, topk=8, dtype=bf16, num_tokens=1024",0.0645,0.0652,1.0109,682.71,675.10
moe_sum,glm_5.2_prefill_num_tokens2048,"hidden_size=6144, topk=8, dtype=bf16, num_tokens=2048",0.1029,0.1190,1.1565,856.11,740.02
moe_sum,glm_5.2_prefill_num_tokens4096,"hidden_size=6144, topk=8, dtype=bf16, num_tokens=4096",0.1796,0.2254,1.2550,981.02,781.63
moe_sum,kimi_k3_decode_num_tokens1,"hidden_size=7168, topk=16, dtype=bf16, num_tokens=1",0.0333,0.0153,0.4595,3.23,7.03
moe_sum,kimi_k3_decode_num_tokens8,"hidden_size=7168, topk=16, dtype=bf16, num_tokens=8",0.0335,0.0153,0.4567,25.71,56.21
moe_sum,kimi_k3_decode_num_tokens32,"hidden_size=7168, topk=16, dtype=bf16, num_tokens=32",0.0335,0.0156,0.4657,102.79,221.14
moe_sum,kimi_k3_decode_num_tokens64,"hidden_size=7168, topk=16, dtype=bf16, num_tokens=64",0.0339,0.0162,0.4779,203.12,425.43
moe_sum,kimi_k3_mixed_num_tokens128,"hidden_size=7168, topk=16, dtype=bf16, num_tokens=128",0.0344,0.0198,0.5756,400.47,695.69
moe_sum,kimi_k3_mixed_num_tokens256,"hidden_size=7168, topk=16, dtype=bf16, num_tokens=256",0.0482,0.0368,0.7635,571.39,747.67
moe_sum,kimi_k3_prefill_num_tokens512,"hidden_size=7168, topk=16, dtype=bf16, num_tokens=512",0.0683,0.0605,0.8858,806.37,909.86
moe_sum,kimi_k3_prefill_num_tokens1024,"hidden_size=7168, topk=16, dtype=bf16, num_tokens=1024",0.1090,0.1072,0.9835,1010.16,1026.71
moe_sum,kimi_k3_prefill_num_tokens2048,"hidden_size=7168, topk=16, dtype=bf16, num_tokens=2048",0.1913,0.1993,1.0418,1150.91,1105.02
moe_sum,kimi_k3_prefill_num_tokens4096,"hidden_size=7168, topk=16, dtype=bf16, num_tokens=4096",0.3538,0.3860,1.0910,1244.82,1141.06
moe_sum,qwen3.6_35b_a3b_decode_num_tokens1,"hidden_size=2048, topk=8, dtype=bf16, num_tokens=1",0.0338,0.0153,0.4527,0.42,0.94
